"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","606.3","","","","1"
"2005","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","590.6","","","","1"
"2006","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","550.8","","","","1"
"2007","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","517.3","","","","1"
"2008","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","511.0","","","","1"
"2009","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","498.4","","","","1"
"2010","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","486.0","","","","1"
"2011","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","471.8","","","","1"
"2012","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","477.8","","","","1"
"2013","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","475.2","","","","1"
"2014","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","459.1","","","","1"
"2015","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","461.0","","","","1"
"2016","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","463.1","","","","1"
"2017","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","466.2","","","","1"
"2018","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","480.9","","","","1"
"2019","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","472.8","","","","1"
"2020","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","456.1","","","","1"
"2021","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","463.5","","","","1"
