"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","48.1","","","","1"
"2017","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","46.5","","","","1"
"2018","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","43.7","","","","1"
"2019","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","41.9","","","","1"
"2020","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","36.0","","","","1"
"2021","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","39.1","","","","1"
"2022","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","42.3","","","","1"
"2023","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","39.7","","","","1"
"2024","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","39.5","","","","1"
"2001","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","27.0","","","","1"
"2002","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","27.5","","","","1"
"2003","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","25.9","","","","1"
"2004","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","27.2","","","","1"
"2005","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","28.8","","","","1"
"2006","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","28.2","","","","1"
"2007","Saskatchewan","2021A000247","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367499","9.3.10.1.1","29.4","","","","1"
